	Zn	bo
OG0001079	Znev_03357	Bo_m.40263, Bo_m.40274, Bo_m.40281
OG0001080	Znev_05940, Znev_09014	Bo_m.193782, Bo_m.348034
OG0001081	Znev_07872	Bo_m.34126, Bo_m.34130, Bo_m.34134
OG0001082	Znev_07875	Bo_m.90308, Bo_m.90313, Bo_m.90318
OG0001083	Znev_09693	Bo_m.185206, Bo_m.185208, Bo_m.185210
OG0001084	Znev_09369	Bo_m.176491, Bo_m.176494, Bo_m.176498
OG0001085	Znev_11233	Bo_m.78760, Bo_m.78763, Bo_m.78774
OG0001086	Znev_05708	Bo_m.160566, Bo_m.160572, Bo_m.160577
OG0001087	Znev_05709, Znev_05726	Bo_m.176526, Bo_m.276408
OG0001088	Znev_03302	Bo_m.298296, Bo_m.298300, Bo_m.298303
OG0001089	Znev_03323, Znev_04385	Bo_m.229417, Bo_m.282272
OG0001090	Znev_04876	Bo_m.45890, Bo_m.45906, Bo_m.45909
OG0001091	Znev_04884	Bo_m.146735, Bo_m.146751, Bo_m.146757
OG0001092	Znev_08202	Bo_m.250308, Bo_m.250309, Bo_m.250311
OG0001093	Znev_05755, Znev_16769	Bo_m.249632, Bo_m.318706
OG0001094	Znev_16953	Bo_m.209690, Bo_m.209709, Bo_m.209714
OG0001095	Znev_07387	Bo_m.87679, Bo_m.87682, Bo_m.87704
OG0001096	Znev_07415, Znev_18394	Bo_m.166112, Bo_m.332035
OG0001097	Znev_04414, Znev_08858	Bo_m.304517, Bo_m.328396
OG0001098	Znev_02842, Znev_02843	Bo_m.127940, Bo_m.127942
OG0001099	Znev_02849	Bo_m.165115, Bo_m.165119, Bo_m.165127
OG0001100	Znev_02855	Bo_m.205465, Bo_m.205472, Bo_m.205480
OG0001101	Znev_02866	Bo_m.90475, Bo_m.90479, Bo_m.90481
OG0001102	Znev_13772	Bo_m.79108, Bo_m.79109, Bo_m.79110
OG0001103	Znev_13774	Bo_m.170778, Bo_m.170781, Bo_m.170785
OG0001104	Znev_01311, Znev_12546	Bo_m.339080, Bo_m.377927
OG0001105	Znev_01324	Bo_m.170141, Bo_m.170153, Bo_m.170164
OG0001106	Znev_01338	Bo_m.152970, Bo_m.152973, Bo_m.152981
OG0001107	Znev_18876	Bo_m.107648, Bo_m.107649, Bo_m.107650
OG0001108	Znev_17620	Bo_m.72148, Bo_m.72164, Bo_m.72175
OG0001109	Znev_17485	Bo_m.258471, Bo_m.258476, Bo_m.258484
OG0001110	Znev_14623	Bo_m.161718, Bo_m.161724, Bo_m.161730
OG0001111	Znev_04736	Bo_m.290235, Bo_m.75012, Bo_m.75016
OG0001112	Znev_01734, Znev_01735	Bo_m.178179, Bo_m.178181
OG0001113	Znev_01736	Bo_m.252864, Bo_m.252872, Bo_m.252876
OG0001114	Znev_01006, Znev_01741	Bo_m.297503, Bo_m.339569
OG0001115	Znev_01743	Bo_m.152783, Bo_m.152799, Bo_m.152812
OG0001116	Znev_01577	Bo_m.51968, Bo_m.51980, Bo_m.51992
OG0001117	Znev_01626	Bo_m.223164, Bo_m.223177, Bo_m.223200
OG0001118	Znev_03958	Bo_m.140967, Bo_m.140970, Bo_m.140973
OG0001119	Znev_03972	Bo_m.182262, Bo_m.182270, Bo_m.182297
OG0001120	Znev_12145	Bo_m.203610, Bo_m.24932, Bo_m.24934
OG0001121	Znev_09777	Bo_m.271303, Bo_m.271315, Bo_m.271325
OG0001122	Znev_17376	Bo_m.210412, Bo_m.210428, Bo_m.210445
OG0001123	Znev_01251, Znev_17690	Bo_m.257056, Bo_m.262806
OG0001124	Znev_01255, Znev_10101	Bo_m.161765, Bo_m.170201
OG0001125	Znev_01270	Bo_m.382557, Bo_m.382561, Bo_m.382564
OG0001126	Znev_01276	Bo_m.342223, Bo_m.342225, Bo_m.342227
OG0001127	Znev_07715, Znev_16259	Bo_m.257086, Bo_m.71915
OG0001128	Znev_15959, Znev_17954	Bo_m.165986, Bo_m.215412
OG0001129	Znev_05593	Bo_m.180531, Bo_m.180534, Bo_m.180538
OG0001130	Znev_03464, Znev_03466	Bo_m.275890, Bo_m.295602
OG0001131	Znev_03477, Znev_03478	Bo_m.20881, Bo_m.241010
OG0001132	Znev_03479	Bo_m.145729, Bo_m.145731, Bo_m.145735
OG0001133	Znev_11628, Znev_17896	Bo_m.288002, Bo_m.309650
OG0001134	Znev_08921	Bo_m.235474, Bo_m.235483, Bo_m.235490
OG0001135	Znev_09429	Bo_m.62219, Bo_m.62220, Bo_m.62222
OG0001136	Znev_09435	Bo_m.131287, Bo_m.131304, Bo_m.131331
OG0001137	Znev_02934, Znev_14554	Bo_m.126539, Bo_m.75527
OG0001138	Znev_00663	Bo_m.114834, Bo_m.114838, Bo_m.114842
OG0001139	Znev_00666, Znev_07277	Bo_m.365907, Bo_m.77313
OG0001140	Znev_00667	Bo_m.77304, Bo_m.77309, Bo_m.77314
OG0001141	Znev_00708	Bo_m.80931, Bo_m.80933, Bo_m.80937
OG0001142	Znev_09090	Bo_m.87725, Bo_m.87730, Bo_m.87733
OG0001143	Znev_10428	Bo_m.48414, Bo_m.48425, Bo_m.48440
OG0001144	Znev_10432	Bo_m.191163, Bo_m.191165, Bo_m.191170
OG0001145	Znev_07513	Bo_m.34526, Bo_m.34527, Bo_m.34528
OG0001146	Znev_07530, Znev_11496	Bo_m.151781, Bo_m.253072
OG0001147	Znev_08784	Bo_m.241147, Bo_m.241148, Bo_m.241152
OG0001148	Znev_08770, Znev_14977	Bo_m.196228, Bo_m.196229
OG0001149	Znev_06355, Znev_06383	Bo_m.247072, Bo_m.75171
OG0001150	Znev_06384	Bo_m.337477, Bo_m.337480, Bo_m.337484
OG0001151	Znev_06394	Bo_m.169746, Bo_m.169770, Bo_m.169808
OG0001152	Znev_06405	Bo_m.185055, Bo_m.185060, Bo_m.185062
OG0001153	Znev_11141, Znev_13080	Bo_m.250120, Bo_m.335211
OG0001154	Znev_11152	Bo_m.81174, Bo_m.81177, Bo_m.81181
OG0001155	Znev_05995	Bo_m.95193, Bo_m.95196, Bo_m.95199
OG0001156	Znev_06009	Bo_m.105653, Bo_m.105659, Bo_m.105666
OG0001157	Znev_13184, Znev_17383	Bo_m.382796, Bo_m.382798
OG0001158	Znev_04279	Bo_m.244649, Bo_m.244661, Bo_m.244668
OG0001159	Znev_04293	Bo_m.122880, Bo_m.122883, Bo_m.122894
OG0001160	Znev_04298	Bo_m.231522, Bo_m.231523, Bo_m.231524
OG0001161	Znev_04305	Bo_m.59987, Bo_m.59998, Bo_m.60007
OG0001162	Znev_07196, Znev_16986	Bo_m.159684, Bo_m.159689
OG0001163	Znev_03782	Bo_m.324102, Bo_m.324104, Bo_m.324106
OG0001164	Znev_07297	Bo_m.225930, Bo_m.225934, Bo_m.225938
OG0001165	Znev_07312	Bo_m.144438, Bo_m.144441, Bo_m.144444
OG0001166	Znev_10725, Znev_16262	Bo_m.47172, Bo_m.47175
OG0001167	Znev_10993, Znev_18215, Znev_18398	Bo_m.113129
OG0001168	Znev_11001	Bo_m.71161, Bo_m.71168, Bo_m.71172
OG0001169	Znev_13915	Bo_m.244142, Bo_m.244146, Bo_m.244149
OG0001170	Znev_14928	Bo_m.65163, Bo_m.65179, Bo_m.65190
OG0001171	Znev_10031	Bo_m.79645, Bo_m.79650, Bo_m.79656
OG0001172	Znev_18771	Bo_m.112851, Bo_m.112853, Bo_m.112856
OG0001173	Znev_17392, Znev_17393	Bo_m.108812, Bo_m.243453
OG0001174	Znev_02571	Bo_m.278195, Bo_m.278201, Bo_m.278207
OG0001175	Znev_02587	Bo_m.103807, Bo_m.103811, Bo_m.103815
OG0001176	Znev_02600	Bo_m.118614, Bo_m.45138, Bo_m.45141
OG0001177	Znev_03101	Bo_m.127574, Bo_m.127575, Bo_m.127577
OG0001178	Znev_07092, Znev_17443	Bo_m.133432, Bo_m.14334
OG0001179	Znev_02363	Bo_m.237787, Bo_m.237794, Bo_m.237800
OG0001180	Znev_12048, Znev_17070	Bo_m.372332, Bo_m.89018
OG0001181	Znev_12906	Bo_m.34489, Bo_m.34496, Bo_m.34499
OG0001182	Znev_13715	Bo_m.257908, Bo_m.257911, Bo_m.257913
OG0001183	Znev_07930	Bo_m.205081, Bo_m.205089, Bo_m.205096
OG0001184	Znev_07932	Bo_m.79231, Bo_m.79262, Bo_m.79276
OG0001185	Znev_07933	Bo_m.79248, Bo_m.79256, Bo_m.79275
OG0001186	Znev_07945	Bo_m.90008, Bo_m.90010, Bo_m.90012
OG0001187	Znev_11112	Bo_m.61376, Bo_m.61402, Bo_m.61412
OG0001188	Znev_11116, Znev_13758	Bo_m.159153, Bo_m.365774
OG0001189	Znev_03010	Bo_m.126595, Bo_m.126599, Bo_m.126603
OG0001190	Znev_03034	Bo_m.157942, Bo_m.157944, Bo_m.157946
OG0001191	Znev_03059	Bo_m.119074, Bo_m.119080, Bo_m.119084
OG0001192	Znev_02117, Znev_14657	Bo_m.277820, Bo_m.343166
OG0001193	Znev_14660	Bo_m.294974, Bo_m.294976, Bo_m.294977
OG0001194	Znev_13414, Znev_15219	Bo_m.311866, Bo_m.376182
OG0001195	Znev_15110, Znev_16320	Bo_m.149906, Bo_m.281631
OG0001196	Znev_03743, Znev_03744	Bo_m.186938, Bo_m.293507
OG0001197	Znev_11449	Bo_m.92612, Bo_m.92616, Bo_m.92620
OG0001198	Znev_10787	Bo_m.256461, Bo_m.256468, Bo_m.256499
OG0001199	Znev_11428, Znev_11429	Bo_m.184345, Bo_m.355267
OG0001200	Znev_11431	Bo_m.104118, Bo_m.104126, Bo_m.104133
OG0001201	Znev_13794	Bo_m.134612, Bo_m.171934, Bo_m.171935
OG0001202	Znev_13377	Bo_m.165525, Bo_m.165527, Bo_m.165529
OG0001203	Znev_08598	Bo_m.340205, Bo_m.340209, Bo_m.340213
OG0001204	Znev_01157, Znev_10596	Bo_m.129928, Bo_m.27397
OG0001205	Znev_06836	Bo_m.136540, Bo_m.136550, Bo_m.136558
OG0001206	Znev_06850	Bo_m.173985, Bo_m.173986, Bo_m.245935
OG0001207	Znev_00370	Bo_m.31597, Bo_m.31599, Bo_m.31600
OG0001208	Znev_00415	Bo_m.90209, Bo_m.90221, Bo_m.90230
OG0001209	Znev_17968	Bo_m.289225, Bo_m.289228, Bo_m.289232
OG0001210	Znev_14502	Bo_m.215385, Bo_m.215388, Bo_m.215394
OG0001211	Znev_05254, Znev_06305	Bo_m.265602, Bo_m.93437
OG0001212	Znev_06881	Bo_m.140439, Bo_m.140448, Bo_m.140458
OG0001213	Znev_06891	Bo_m.353753, Bo_m.353754, Bo_m.353755
OG0001214	Znev_05778	Bo_m.111435, Bo_m.111442, Bo_m.111449
OG0001215	Znev_05780	Bo_m.122693, Bo_m.122695, Bo_m.122702
OG0001216	Znev_01094	Bo_m.208751, Bo_m.208755, Bo_m.208759
OG0001217	Znev_04101, Znev_08299	Bo_m.310067, Bo_m.328980
OG0001218	Znev_08301, Znev_09707	Bo_m.144636, Bo_m.353733
OG0001219	Znev_15334	Bo_m.261436, Bo_m.261445, Bo_m.261454
OG0001220	Znev_07782	Bo_m.35416, Bo_m.35417, Bo_m.35422
OG0001221	Znev_17637	Bo_m.165028, Bo_m.165043, Bo_m.165054
OG0001222	Znev_04464, Znev_15308	Bo_m.234864, Bo_m.334938
OG0001223	Znev_04467	Bo_m.89566, Bo_m.89570, Bo_m.89574
OG0001224	Znev_04474, Znev_04490	Bo_m.190989, Bo_m.363635
OG0001225	Znev_00451, Znev_00452	Bo_m.308901, Bo_m.308906
OG0001226	Znev_00462, Znev_14043	Bo_m.138094, Bo_m.138096
OG0001227	Znev_00463, Znev_00464	Bo_m.181235, Bo_m.188815
OG0001228	Znev_00496	Bo_m.289912, Bo_m.289916, Bo_m.289936
OG0001229	Znev_00511	Bo_m.279498, Bo_m.279503, Bo_m.279511
OG0001230	Znev_00522	Bo_m.380073, Bo_m.380078, Bo_m.380090
OG0001231	Znev_15093, Znev_17525	Bo_m.309232, Bo_m.3806
OG0001232	Znev_17527	Bo_m.199855, Bo_m.199882, Bo_m.199895
OG0001233	Znev_06350	Bo_m.273683, Bo_m.273687, Bo_m.273690
OG0001234	Znev_06372	Bo_m.214692, Bo_m.214726, Bo_m.214732
OG0001235	Znev_04788	Bo_m.298515, Bo_m.298518, Bo_m.298521
OG0001236	Znev_04807, Znev_12536	Bo_m.182094, Bo_m.319725
OG0001237	Znev_17971	Bo_m.290554, Bo_m.290565, Bo_m.290572
OG0001238	Znev_07627	Bo_m.179603, Bo_m.179611, Bo_m.179620
OG0001239	Znev_07630	Bo_m.314676, Bo_m.314679, Bo_m.314682
OG0001240	Znev_07633	Bo_m.49090, Bo_m.49095, Bo_m.49100
OG0001241	Znev_01781	Bo_m.274990, Bo_m.274995, Bo_m.275000
OG0001242	Znev_01786, Znev_10644	Bo_m.346322, Bo_m.355374
OG0001243	Znev_07954, Znev_16176	Bo_m.104047, Bo_m.71123
OG0001244	Znev_05514	Bo_m.107386, Bo_m.107391, Bo_m.107403
OG0001245	Znev_08871, Znev_12766, Znev_15972	Bo_m.367350
OG0001246	Znev_12226	Bo_m.108122, Bo_m.108126, Bo_m.108131
OG0001247	Znev_12232	Bo_m.86102, Bo_m.86111, Bo_m.86122
OG0001248	Znev_12233	Bo_m.349470, Bo_m.349472, Bo_m.349474
OG0001249	Znev_17915	Bo_m.95905, Bo_m.95910, Bo_m.95914
OG0001250	Znev_17916	Bo_m.259653, Bo_m.259659, Bo_m.259666
OG0001251	Znev_07579, Znev_13223, Znev_15911	Bo_m.1698
OG0001252	Znev_07591	Bo_m.44578, Bo_m.44582, Bo_m.44586
OG0001253	Znev_14580, Znev_17705	Bo_m.131229, Bo_m.131233
OG0001254	Znev_04108, Znev_13278	Bo_m.330440, Bo_m.38685
OG0001255	Znev_10831	Bo_m.190172, Bo_m.190184, Bo_m.190188
OG0001256	Znev_12008	Bo_m.61939, Bo_m.61946, Bo_m.61959
OG0001257	Znev_14646	Bo_m.157980, Bo_m.157987, Bo_m.157992
OG0001258	Znev_07288, Znev_14358, Znev_14986	Bo_m.179709
OG0001259	Znev_16995	Bo_m.260404, Bo_m.260423, Bo_m.260442
OG0001260	Znev_09888, Znev_16996	Bo_m.187221, Bo_m.343302
OG0001261	Znev_16999	Bo_m.39763, Bo_m.39769, Bo_m.39774
OG0001262	Znev_18967, Znev_18968, Znev_19005	Bo_m.216006
OG0001263	Znev_05918	Bo_m.244056, Bo_m.244060, Bo_m.244064
OG0001264	Znev_05924	Bo_m.269487, Bo_m.269490, Bo_m.269493
OG0001265	Znev_05934	Bo_m.156581, Bo_m.156594, Bo_m.156605
OG0001266	Znev_05946, Znev_15402	Bo_m.174235, Bo_m.221907
OG0001267	Znev_08736	Bo_m.232487, Bo_m.232493, Bo_m.232497
OG0001268	Znev_12265	Bo_m.197920, Bo_m.197922, Bo_m.197924
OG0001269	Znev_06218	Bo_m.26984, Bo_m.26986, Bo_m.26988
OG0001270	Znev_06230	Bo_m.148625, Bo_m.148632, Bo_m.148642
OG0001271	Znev_13197, Znev_15312, Znev_17268	Bo_m.364198
OG0001272	Znev_13999, Znev_14000	Bo_m.257918, Bo_m.257922
OG0001273	Znev_04003	Bo_m.38767, Bo_m.38772, Bo_m.38776
OG0001274	Znev_11712	Bo_m.29914, Bo_m.29918, Bo_m.29925
OG0001275	Znev_04376	Bo_m.128962, Bo_m.128967, Bo_m.128972
OG0001276	Znev_16900	Bo_m.292191, Bo_m.292194, Bo_m.293574
OG0001277	Znev_12421, Znev_12423	Bo_m.38339, Bo_m.58220
OG0001278	Znev_07280	Bo_m.168179, Bo_m.168181, Bo_m.192710
OG0001279	Znev_07281	Bo_m.292071, Bo_m.292075, Bo_m.292079
OG0001280	Znev_03392, Znev_15197	Bo_m.125918, Bo_m.131162
OG0001281	Znev_05336, Znev_05337	Bo_m.266224, Bo_m.328503
OG0001282	Znev_15943, Znev_17062	Bo_m.209832, Bo_m.262599
OG0001283	Znev_17064	Bo_m.346767, Bo_m.346768, Bo_m.346771
OG0001284	Znev_04825	Bo_m.333578, Bo_m.333580, Bo_m.362260
OG0001285	Znev_15074	Bo_m.256619, Bo_m.256623, Bo_m.256627
OG0001286	Znev_02981	Bo_m.163806, Bo_m.163812, Bo_m.163815
OG0001287	Znev_03000	Bo_m.216930, Bo_m.216934, Bo_m.216941
OG0001288	Znev_11413	Bo_m.135372, Bo_m.135377, Bo_m.135382
OG0001289	Znev_11418	Bo_m.227423, Bo_m.227427, Bo_m.251612
OG0001290	Znev_11425	Bo_m.314909, Bo_m.314911, Bo_m.314913
OG0001291	Znev_13969	Bo_m.131830, Bo_m.131836, Bo_m.131842
OG0001292	Znev_15359, Znev_17086	Bo_m.268111, Bo_m.305991
OG0001293	Znev_15361	Bo_m.140277, Bo_m.140279, Bo_m.140281
OG0001294	Znev_07920	Bo_m.192570, Bo_m.192574, Bo_m.192580
OG0001295	Znev_11921, Znev_16014	Bo_m.361782, Bo_m.380810
OG0001296	Znev_17081, Znev_17422	Bo_m.273562, Bo_m.73234
OG0001297	Znev_05683	Bo_m.74791, Bo_m.74797, Bo_m.74800
OG0001298	Znev_05693	Bo_m.54797, Bo_m.54801, Bo_m.54804
OG0001299	Znev_11252	Bo_m.38007, Bo_m.38036, Bo_m.38046
OG0001300	Znev_11254	Bo_m.90713, Bo_m.90715, Bo_m.90718
OG0001301	Znev_10517	Bo_m.53085, Bo_m.53088, Bo_m.53093
OG0001302	Znev_04055	Bo_m.26581, Bo_m.26588, Bo_m.26597
OG0001303	Znev_12314, Znev_12315	Bo_m.295495, Bo_m.367765
OG0001304	Znev_17888	Bo_m.239236, Bo_m.239247, Bo_m.239248
OG0001305	Znev_15089	Bo_m.163583, Bo_m.163587, Bo_m.163591
OG0001306	Znev_11587	Bo_m.365950, Bo_m.365955, Bo_m.365959
OG0001307	Znev_10508	Bo_m.253915, Bo_m.253940, Bo_m.253987
OG0001308	Znev_13470, Znev_14006	Bo_m.138671, Bo_m.138678
OG0001309	Znev_04657	Bo_m.318339, Bo_m.318341, Bo_m.318342
OG0001310	Znev_04671	Bo_m.52336, Bo_m.52350, Bo_m.52364
OG0001311	Znev_08630, Znev_09576	Bo_m.296967, Bo_m.8109
OG0001312	Znev_12407	Bo_m.193292, Bo_m.193295, Bo_m.193298
OG0001313	Znev_06119	Bo_m.183983, Bo_m.183989, Bo_m.183992
OG0001314	Znev_06124	Bo_m.106215, Bo_m.106217, Bo_m.106218
OG0001315	Znev_11900, Znev_13306, Znev_16437	Bo_m.365002
OG0001316	Znev_13487	Bo_m.29485, Bo_m.29496, Bo_m.29507
OG0001317	Znev_01982	Bo_m.103911, Bo_m.103928, Bo_m.103940
OG0001318	Znev_01997	Bo_m.62638, Bo_m.62642, Bo_m.62645
OG0001319	Znev_11635	Bo_m.230807, Bo_m.230810, Bo_m.230813
OG0001320	Znev_11649, Znev_12963	Bo_m.29817, Bo_m.29825
OG0001321	Znev_11743	Bo_m.56401, Bo_m.56406, Bo_m.56408
OG0001322	Znev_05462, Znev_05463	Bo_m.240702, Bo_m.340186
OG0001323	Znev_05489	Bo_m.47317, Bo_m.47319, Bo_m.47321
OG0001324	Znev_13345	Bo_m.77838, Bo_m.77839, Bo_m.77840
OG0001325	Znev_13349	Bo_m.212016, Bo_m.212023, Bo_m.212026
OG0001326	Znev_14995	Bo_m.103175, Bo_m.103176, Bo_m.103180
OG0001327	Znev_06976, Znev_12555	Bo_m.180623, Bo_m.272075
OG0001328	Znev_11765	Bo_m.263229, Bo_m.263230, Bo_m.263232
OG0001329	Znev_05623, Znev_17762	Bo_m.120025, Bo_m.227061
OG0001330	Znev_13078	Bo_m.192402, Bo_m.192405, Bo_m.192408
OG0001331	Znev_09956, Znev_15357	Bo_m.175395, Bo_m.177412
OG0001332	Znev_08719	Bo_m.149740, Bo_m.149747, Bo_m.149758
OG0001333	Znev_14191	Bo_m.133994, Bo_m.133996, Bo_m.134001
OG0001334	Znev_12731	Bo_m.120050, Bo_m.120056, Bo_m.120062
OG0001335	Znev_06421	Bo_m.155710, Bo_m.155714, Bo_m.155717
OG0001336	Znev_06431	Bo_m.224926, Bo_m.224930, Bo_m.224941
OG0001337	Znev_12823	Bo_m.137892, Bo_m.137910, Bo_m.137929
OG0001338	Znev_12825	Bo_m.137902, Bo_m.137919, Bo_m.137938
OG0001339	Znev_02070	Bo_m.87436, Bo_m.87442, Bo_m.87448
OG0001340	Znev_02109	Bo_m.268190, Bo_m.268198, Bo_m.268210
OG0001341	Znev_10365	Bo_m.146056, Bo_m.146058, Bo_m.146061
OG0001342	Znev_16432	Bo_m.366761, Bo_m.366765, Bo_m.366769
OG0001343	Znev_06474	Bo_m.35335, Bo_m.35336, Bo_m.35339
OG0001344	Znev_14488	Bo_m.250168, Bo_m.250178, Bo_m.250185
OG0001345	Znev_01516	Bo_m.225966, Bo_m.225970, Bo_m.225979
OG0001346	Znev_01534	Bo_m.229348, Bo_m.229352, Bo_m.229356
OG0001347	Znev_13497	Bo_m.231550, Bo_m.231552, Bo_m.231554
OG0001348	Znev_04162	Bo_m.261059, Bo_m.261080, Bo_m.261093
OG0001349	Znev_04178	Bo_m.192648, Bo_m.192649, Bo_m.192651
OG0001350	Znev_04179, Znev_17622, Znev_18491	Bo_m.73753
OG0001351	Znev_16860	Bo_m.276422, Bo_m.276430, Bo_m.276436
OG0001352	Znev_13140	Bo_m.364747, Bo_m.364748, Bo_m.364749
OG0001353	Znev_12120, Znev_14700	Bo_m.265191, Bo_m.265194
OG0001354	Znev_14452	Bo_m.209844, Bo_m.209856, Bo_m.209858
OG0001355	Znev_14307	Bo_m.111499, Bo_m.111507, Bo_m.111509
OG0001356	Znev_17181	Bo_m.171683, Bo_m.171686, Bo_m.171700
OG0001357	Znev_00996	Bo_m.61851, Bo_m.61852, Bo_m.61855
OG0001358	Znev_01013	Bo_m.29869, Bo_m.29872, Bo_m.29881
OG0001359	Znev_09871	Bo_m.105287, Bo_m.105294, Bo_m.105337
OG0001360	Znev_09883	Bo_m.77415, Bo_m.77426, Bo_m.77436
OG0001361	Znev_17997	Bo_m.189144, Bo_m.189147, Bo_m.189150
OG0001362	Znev_16135	Bo_m.226815, Bo_m.226819, Bo_m.226823
OG0001363	Znev_02920	Bo_m.212377, Bo_m.212386, Bo_m.212406
OG0001364	Znev_02950	Bo_m.126200, Bo_m.126205, Bo_m.126212
OG0001365	Znev_17647	Bo_m.178844, Bo_m.178861, Bo_m.178865
OG0001366	Znev_14896	Bo_m.134007, Bo_m.134010, Bo_m.134015
OG0001367	Znev_11681	Bo_m.185977, Bo_m.185979, Bo_m.185981
OG0001368	Znev_11204	Bo_m.186148, Bo_m.186158, Bo_m.186162
OG0001369	Znev_09026	Bo_m.256509, Bo_m.256511, Bo_m.256513
OG0001370	Znev_09041	Bo_m.178589, Bo_m.178606, Bo_m.178631
OG0001371	Znev_17420	Bo_m.137183, Bo_m.137185, Bo_m.137188
OG0001372	Znev_09957	Bo_m.329161, Bo_m.329165, Bo_m.329169
OG0001373	Znev_09961	Bo_m.276522, Bo_m.276528, Bo_m.276529
OG0001374	Znev_09963	Bo_m.41165, Bo_m.41174, Bo_m.41182
OG0001375	Znev_09966	Bo_m.28472, Bo_m.28476, Bo_m.28478
OG0001376	Znev_11935	Bo_m.147552, Bo_m.147556, Bo_m.350381
OG0001377	Znev_11942	Bo_m.151836, Bo_m.151837, Bo_m.151838
OG0001378	Znev_11948	Bo_m.178733, Bo_m.178741, Bo_m.178748
OG0001379	Znev_08877	Bo_m.123729, Bo_m.123734, Bo_m.123742
OG0001380	Znev_08879, Znev_08880	Bo_m.211962, Bo_m.270925
OG0001381	Znev_10680, Znev_10681, Znev_10682	Bo_m.282267
OG0001382	Znev_12387	Bo_m.280381, Bo_m.280386, Bo_m.280393
OG0001383	Znev_14742, Znev_14744	Bo_m.1614, Bo_m.19629
OG0001384	Znev_16655	Bo_m.163992, Bo_m.163995, Bo_m.163997
OG0001385	Znev_11987	Bo_m.233068, Bo_m.264867, Bo_m.264870
OG0001386	Znev_11989	Bo_m.152560, Bo_m.152563, Bo_m.152565
OG0001387	Znev_09618	Bo_m.102479, Bo_m.102480, Bo_m.102481
OG0001388	Znev_09630	Bo_m.195209, Bo_m.195230, Bo_m.195251
OG0001389	Znev_04131	Bo_m.242829, Bo_m.242840, Bo_m.242847
OG0001390	Znev_11331	Bo_m.137097, Bo_m.265268, Bo_m.276839
OG0001391	Znev_08107, Znev_16291	Bo_m.136090, Bo_m.136093
OG0001392	Znev_16411	Bo_m.244281, Bo_m.244282, Bo_m.244284
OG0001393	Znev_14719	Bo_m.236433, Bo_m.236515, Bo_m.236563
OG0001394	Znev_18748	Bo_m.112858, Bo_m.112860, Bo_m.112863
OG0001395	Znev_06786	Bo_m.191070, Bo_m.191072, Bo_m.191075
OG0001396	Znev_08364, Znev_08365	Bo_m.261477, Bo_m.261482
OG0001397	Znev_08377, Znev_18648	Bo_m.104837, Bo_m.104838
OG0001398	Znev_15160	Bo_m.277053, Bo_m.277056, Bo_m.277059
OG0001399	Znev_11793	Bo_m.222368, Bo_m.222373, Bo_m.222388
OG0001400	Znev_11794, Znev_11795	Bo_m.104777, Bo_m.153620
OG0001401	Znev_18406	Bo_m.212551, Bo_m.212553, Bo_m.212557
OG0001402	Znev_13030	Bo_m.65808, Bo_m.65815, Bo_m.65817
OG0001403	Znev_07063	Bo_m.82926, Bo_m.82927, Bo_m.82928
OG0001404	Znev_07075	Bo_m.193822, Bo_m.193825, Bo_m.193827
OG0001405	Znev_07084	Bo_m.29636, Bo_m.29643, Bo_m.29650
OG0001406	Znev_07972	Bo_m.196004, Bo_m.196011, Bo_m.196018
OG0001407	Znev_07975	Bo_m.123705, Bo_m.123714, Bo_m.123723
OG0001408	Znev_18296	Bo_m.123699, Bo_m.123708, Bo_m.123717
OG0001409	Znev_13842, Znev_15270	Bo_m.207808, Bo_m.207814
OG0001410	Znev_04333	Bo_m.53313, Bo_m.53320, Bo_m.53331
OG0001411	Znev_04335	Bo_m.215947, Bo_m.215949, Bo_m.215951
OG0001412	Znev_04361	Bo_m.163471, Bo_m.163489, Bo_m.163494
OG0001413	Znev_04368	Bo_m.126687, Bo_m.126688, Bo_m.126689
OG0001414	Znev_13226	Bo_m.291041, Bo_m.291046, Bo_m.291052
OG0001415	Znev_09500	Bo_m.65995, Bo_m.66002, Bo_m.66006
OG0001416	Znev_10106	Bo_m.25400, Bo_m.25407, Bo_m.25418
OG0001417	Znev_17054	Bo_m.143480, Bo_m.143502, Bo_m.143522
OG0001418	Znev_13925	Bo_m.188912, Bo_m.188916, Bo_m.188921
OG0001419	Znev_13928	Bo_m.166895, Bo_m.166917, Bo_m.166922
OG0001420	Znev_13931	Bo_m.146535, Bo_m.146539, Bo_m.146548
OG0001421	Znev_15296, Znev_15297	Bo_m.256233, Bo_m.256240
OG0001422	Znev_15862, Znev_18504	Bo_m.296599, Bo_m.296601
OG0001423	Znev_13886	Bo_m.49457, Bo_m.49464, Bo_m.49471
OG0001424	Znev_05200	Bo_m.106019, Bo_m.106022, Bo_m.106025
OG0001425	Znev_05213	Bo_m.109036, Bo_m.109041, Bo_m.109044
OG0001426	Znev_14411	Bo_m.277655, Bo_m.277668, Bo_m.277680
OG0001427	Znev_12047	Bo_m.228869, Bo_m.228882, Bo_m.228889
OG0001428	Znev_07681, Znev_07682	Bo_m.266099, Bo_m.266106
OG0001429	Znev_09723	Bo_m.78464, Bo_m.78467, Bo_m.78472
OG0001430	Znev_14087, Znev_14089	Bo_m.47587, Bo_m.47591
OG0001431	Znev_07799	Bo_m.311272, Bo_m.311274, Bo_m.311276
OG0001432	Znev_10556	Bo_m.202846, Bo_m.202849, Bo_m.202853
